"","ibge","week","year","municipality","population","deaths","likely_cases","cases_pcap","deaths_pcap","Years.Range"
"2683","420540","36",2015,"420540 FLORIANOPOLIS",469690,0,1,0.212906385062488,0,"2015/2016"
"2684","420540","36",2016,"420540 FLORIANOPOLIS",477798,0,1,0.209293467113718,0,"2016/2017"
"2685","420540","36",2017,"420540 FLORIANOPOLIS",485838,0,0,0,0,"2017/2018"
"2686","420540","36",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2687","420540","36",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2688","420540","36",2020,"420540 FLORIANOPOLIS",508826,0,1,0.196530837653736,0,"2020/2021"
"2689","420540","36",2021,"420540 FLORIANOPOLIS",516524,0,1,0.193601846187205,0,"2021/2022"
"2690","420540","36",2022,"420540 FLORIANOPOLIS",574200,0,14,2.43817485196796,0,"2022/2023"
"2691","420540","36",2023,"420540 FLORIANOPOLIS",537211,0,32,5.95669113253452,0,"2023/2024"
"2692","420540","36",2024,"420540 FLORIANOPOLIS",576361,0,18,3.12304267637817,0,"2024/2025"
"2693","420540","37",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2694","420540","37",2015,"420540 FLORIANOPOLIS",469690,0,0,0,0,"2015/2016"
"2695","420540","37",2016,"420540 FLORIANOPOLIS",477798,0,1,0.209293467113718,0,"2016/2017"
"2696","420540","37",2017,"420540 FLORIANOPOLIS",485838,0,0,0,0,"2017/2018"
"2697","420540","37",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2698","420540","37",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2699","420540","37",2020,"420540 FLORIANOPOLIS",508826,0,0,0,0,"2020/2021"
"2700","420540","37",2021,"420540 FLORIANOPOLIS",516524,0,0,0,0,"2021/2022"
"2701","420540","37",2022,"420540 FLORIANOPOLIS",574200,0,7,1.21908742598398,0,"2022/2023"
"2702","420540","37",2023,"420540 FLORIANOPOLIS",537211,0,40,7.44586391566814,0,"2023/2024"
"2703","420540","37",2024,"420540 FLORIANOPOLIS",576361,0,27,4.68456401456726,0,"2024/2025"
"2704","420540","38",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2705","420540","38",2015,"420540 FLORIANOPOLIS",469690,0,0,0,0,"2015/2016"
"2706","420540","38",2016,"420540 FLORIANOPOLIS",477798,0,2,0.418586934227435,0,"2016/2017"
"2707","420540","38",2017,"420540 FLORIANOPOLIS",485838,0,1,0.205829926848044,0,"2017/2018"
"2708","420540","38",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2709","420540","38",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2710","420540","38",2020,"420540 FLORIANOPOLIS",508826,0,3,0.589592512961209,0,"2020/2021"
"2711","420540","38",2021,"420540 FLORIANOPOLIS",516524,0,0,0,0,"2021/2022"
"2712","420540","38",2022,"420540 FLORIANOPOLIS",574200,0,7,1.21908742598398,0,"2022/2023"
"2713","420540","38",2023,"420540 FLORIANOPOLIS",537211,0,37,6.88742412199303,0,"2023/2024"
"2714","420540","38",2024,"420540 FLORIANOPOLIS",576361,0,20,3.47004741819797,0,"2024/2025"
"2715","420540","39",2014,"420540 FLORIANOPOLIS",461524,0,2,0.433346911536561,0,"2014/2015"
"2716","420540","39",2015,"420540 FLORIANOPOLIS",469690,0,0,0,0,"2015/2016"
"2717","420540","39",2016,"420540 FLORIANOPOLIS",477798,0,0,0,0,"2016/2017"
"2718","420540","39",2017,"420540 FLORIANOPOLIS",485838,0,2,0.411659853696088,0,"2017/2018"
"2719","420540","39",2018,"420540 FLORIANOPOLIS",492977,0,1,0.202849220146173,0,"2018/2019"
"2720","420540","39",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2721","420540","39",2020,"420540 FLORIANOPOLIS",508826,0,2,0.393061675307472,0,"2020/2021"
"2722","420540","39",2021,"420540 FLORIANOPOLIS",516524,0,3,0.580805538561616,0,"2021/2022"
"2723","420540","39",2022,"420540 FLORIANOPOLIS",574200,0,12,2.08986415882968,0,"2022/2023"
"2724","420540","39",2023,"420540 FLORIANOPOLIS",537211,0,38,7.07357071988474,0,"2023/2024"
"2725","420540","39",2024,"420540 FLORIANOPOLIS",576361,0,26,4.51106164365736,0,"2024/2025"
"2726","420540","40",2014,"420540 FLORIANOPOLIS",461524,0,1,0.216673455768281,0,"2014/2015"
"2727","420540","40",2015,"420540 FLORIANOPOLIS",469690,0,0,0,0,"2015/2016"
"2728","420540","40",2016,"420540 FLORIANOPOLIS",477798,0,1,0.209293467113718,0,"2016/2017"
"2729","420540","40",2017,"420540 FLORIANOPOLIS",485838,0,0,0,0,"2017/2018"
"2730","420540","40",2018,"420540 FLORIANOPOLIS",492977,0,1,0.202849220146173,0,"2018/2019"
"2731","420540","40",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2732","420540","40",2020,"420540 FLORIANOPOLIS",508826,0,2,0.393061675307472,0,"2020/2021"
"2733","420540","40",2021,"420540 FLORIANOPOLIS",516524,0,0,0,0,"2021/2022"
"2734","420540","40",2022,"420540 FLORIANOPOLIS",574200,0,8,1.39324277255312,0,"2022/2023"
"2735","420540","40",2023,"420540 FLORIANOPOLIS",537211,0,41,7.63201051355985,0,"2023/2024"
"2736","420540","40",2024,"420540 FLORIANOPOLIS",576361,0,37,6.41958772366624,0,"2024/2025"
"2737","420540","41",2014,"420540 FLORIANOPOLIS",461524,0,1,0.216673455768281,0,"2014/2015"
"2738","420540","41",2015,"420540 FLORIANOPOLIS",469690,0,0,0,0,"2015/2016"
"2739","420540","41",2016,"420540 FLORIANOPOLIS",477798,0,0,0,0,"2016/2017"
"2740","420540","41",2017,"420540 FLORIANOPOLIS",485838,0,3,0.617489780544132,0,"2017/2018"
"2741","420540","41",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2742","420540","41",2019,"420540 FLORIANOPOLIS",500973,0,1,0.199611555912195,0,"2019/2020"
"2743","420540","41",2020,"420540 FLORIANOPOLIS",508826,0,0,0,0,"2020/2021"
"2744","420540","41",2021,"420540 FLORIANOPOLIS",516524,0,0,0,0,"2021/2022"
"2745","420540","41",2022,"420540 FLORIANOPOLIS",574200,0,5,0.870776732845698,0,"2022/2023"
"2746","420540","41",2023,"420540 FLORIANOPOLIS",537211,0,35,6.51513092620963,0,"2023/2024"
"2747","420540","41",2024,"420540 FLORIANOPOLIS",576361,0,38,6.59309009457614,0,"2024/2025"
"2748","420540","42",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2749","420540","42",2015,"420540 FLORIANOPOLIS",469690,0,0,0,0,"2015/2016"
"2750","420540","42",2016,"420540 FLORIANOPOLIS",477798,0,2,0.418586934227435,0,"2016/2017"
"2751","420540","42",2017,"420540 FLORIANOPOLIS",485838,0,0,0,0,"2017/2018"
"2752","420540","42",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2753","420540","42",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2754","420540","42",2020,"420540 FLORIANOPOLIS",508826,0,2,0.393061675307472,0,"2020/2021"
"2755","420540","42",2021,"420540 FLORIANOPOLIS",516524,0,0,0,0,"2021/2022"
"2756","420540","42",2022,"420540 FLORIANOPOLIS",574200,0,10,1.7415534656914,0,"2022/2023"
"2757","420540","42",2023,"420540 FLORIANOPOLIS",537211,0,55,10.2380628840437,0,"2023/2024"
"2758","420540","42",2024,"420540 FLORIANOPOLIS",576361,0,42,7.28709957821574,0,"2024/2025"
"2759","420540","43",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2760","420540","43",2015,"420540 FLORIANOPOLIS",469690,0,1,0.212906385062488,0,"2015/2016"
"2761","420540","43",2016,"420540 FLORIANOPOLIS",477798,0,2,0.418586934227435,0,"2016/2017"
"2762","420540","43",2017,"420540 FLORIANOPOLIS",485838,0,0,0,0,"2017/2018"
"2763","420540","43",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2764","420540","43",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2765","420540","43",2020,"420540 FLORIANOPOLIS",508826,0,5,0.982654188268681,0,"2020/2021"
"2766","420540","43",2021,"420540 FLORIANOPOLIS",516524,0,0,0,0,"2021/2022"
"2767","420540","43",2022,"420540 FLORIANOPOLIS",574200,0,7,1.21908742598398,0,"2022/2023"
"2768","420540","43",2023,"420540 FLORIANOPOLIS",537211,0,50,9.30732989458518,0,"2023/2024"
"2769","420540","43",2024,"420540 FLORIANOPOLIS",576361,0,58,10.0631375127741,0,"2024/2025"
"2770","420540","44",2014,"420540 FLORIANOPOLIS",461524,0,1,0.216673455768281,0,"2014/2015"
"2771","420540","44",2015,"420540 FLORIANOPOLIS",469690,0,4,0.851625540249952,0,"2015/2016"
"2772","420540","44",2016,"420540 FLORIANOPOLIS",477798,0,3,0.627880401341153,0,"2016/2017"
"2773","420540","44",2017,"420540 FLORIANOPOLIS",485838,0,1,0.205829926848044,0,"2017/2018"
"2774","420540","44",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2775","420540","44",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2776","420540","44",2020,"420540 FLORIANOPOLIS",508826,0,1,0.196530837653736,0,"2020/2021"
"2777","420540","44",2021,"420540 FLORIANOPOLIS",516524,0,0,0,0,"2021/2022"
"2778","420540","44",2022,"420540 FLORIANOPOLIS",574200,0,8,1.39324277255312,0,"2022/2023"
"2779","420540","44",2023,"420540 FLORIANOPOLIS",537211,0,45,8.37659690512666,0,"2023/2024"
"2780","420540","44",2024,"420540 FLORIANOPOLIS",576361,0,33,5.72557824002665,0,"2024/2025"
"2781","420540","45",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2782","420540","45",2015,"420540 FLORIANOPOLIS",469690,0,1,0.212906385062488,0,"2015/2016"
"2783","420540","45",2016,"420540 FLORIANOPOLIS",477798,0,2,0.418586934227435,0,"2016/2017"
"2784","420540","45",2017,"420540 FLORIANOPOLIS",485838,0,1,0.205829926848044,0,"2017/2018"
"2785","420540","45",2018,"420540 FLORIANOPOLIS",492977,0,1,0.202849220146173,0,"2018/2019"
"2786","420540","45",2019,"420540 FLORIANOPOLIS",500973,0,1,0.199611555912195,0,"2019/2020"
"2787","420540","45",2020,"420540 FLORIANOPOLIS",508826,0,2,0.393061675307472,0,"2020/2021"
"2788","420540","45",2021,"420540 FLORIANOPOLIS",516524,0,2,0.38720369237441,0,"2021/2022"
"2789","420540","45",2022,"420540 FLORIANOPOLIS",574200,0,2,0.348310693138279,0,"2022/2023"
"2790","420540","45",2023,"420540 FLORIANOPOLIS",537211,0,49,9.12118329669348,0,"2023/2024"
"2791","420540","45",2024,"420540 FLORIANOPOLIS",576361,0,51,8.84862091640482,0,"2024/2025"
"2792","420540","46",2014,"420540 FLORIANOPOLIS",461524,0,1,0.216673455768281,0,"2014/2015"
"2793","420540","46",2015,"420540 FLORIANOPOLIS",469690,0,1,0.212906385062488,0,"2015/2016"
"2794","420540","46",2016,"420540 FLORIANOPOLIS",477798,0,3,0.627880401341153,0,"2016/2017"
"2795","420540","46",2017,"420540 FLORIANOPOLIS",485838,0,0,0,0,"2017/2018"
"2796","420540","46",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2797","420540","46",2019,"420540 FLORIANOPOLIS",500973,0,2,0.39922311182439,0,"2019/2020"
"2798","420540","46",2020,"420540 FLORIANOPOLIS",508826,0,1,0.196530837653736,0,"2020/2021"
"2799","420540","46",2021,"420540 FLORIANOPOLIS",516524,0,0,0,0,"2021/2022"
"2800","420540","46",2022,"420540 FLORIANOPOLIS",574200,0,8,1.39324277255312,0,"2022/2023"
"2801","420540","46",2023,"420540 FLORIANOPOLIS",537211,0,53,9.86576968826029,0,"2023/2024"
"2802","420540","46",2024,"420540 FLORIANOPOLIS",576361,0,59,10.236639883684,0,"2024/2025"
"2803","420540","47",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2804","420540","47",2015,"420540 FLORIANOPOLIS",469690,0,3,0.638719155187464,0,"2015/2016"
"2805","420540","47",2016,"420540 FLORIANOPOLIS",477798,0,5,1.04646733556859,0,"2016/2017"
"2806","420540","47",2017,"420540 FLORIANOPOLIS",485838,0,0,0,0,"2017/2018"
"2807","420540","47",2018,"420540 FLORIANOPOLIS",492977,0,1,0.202849220146173,0,"2018/2019"
"2808","420540","47",2019,"420540 FLORIANOPOLIS",500973,0,3,0.598834667736585,0,"2019/2020"
"2809","420540","47",2020,"420540 FLORIANOPOLIS",508826,0,1,0.196530837653736,0,"2020/2021"
"2810","420540","47",2021,"420540 FLORIANOPOLIS",516524,0,1,0.193601846187205,0,"2021/2022"
"2811","420540","47",2022,"420540 FLORIANOPOLIS",574200,0,8,1.39324277255312,0,"2022/2023"
"2812","420540","47",2023,"420540 FLORIANOPOLIS",537211,0,50,9.30732989458518,0,"2023/2024"
"2813","420540","47",2024,"420540 FLORIANOPOLIS",576361,0,61,10.5836446255038,0,"2024/2025"
"2814","420540","48",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2815","420540","48",2015,"420540 FLORIANOPOLIS",469690,0,2,0.425812770124976,0,"2015/2016"
"2816","420540","48",2016,"420540 FLORIANOPOLIS",477798,0,3,0.627880401341153,0,"2016/2017"
"2817","420540","48",2017,"420540 FLORIANOPOLIS",485838,0,1,0.205829926848044,0,"2017/2018"
"2818","420540","48",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2819","420540","48",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2820","420540","48",2020,"420540 FLORIANOPOLIS",508826,0,2,0.393061675307472,0,"2020/2021"
"2821","420540","48",2021,"420540 FLORIANOPOLIS",516524,0,5,0.968009230936026,0,"2021/2022"
"2822","420540","48",2022,"420540 FLORIANOPOLIS",574200,0,9,1.56739811912226,0,"2022/2023"
"2823","420540","48",2023,"420540 FLORIANOPOLIS",537211,0,54,10.051916286152,0,"2023/2024"
"2824","420540","48",2024,"420540 FLORIANOPOLIS",576361,0,75,13.0126778182424,0,"2024/2025"
"2825","420540","49",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2826","420540","49",2015,"420540 FLORIANOPOLIS",469690,0,6,1.27743831037493,0,"2015/2016"
"2827","420540","49",2016,"420540 FLORIANOPOLIS",477798,0,2,0.418586934227435,0,"2016/2017"
"2828","420540","49",2017,"420540 FLORIANOPOLIS",485838,0,0,0,0,"2017/2018"
"2829","420540","49",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2830","420540","49",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2831","420540","49",2020,"420540 FLORIANOPOLIS",508826,0,1,0.196530837653736,0,"2020/2021"
"2832","420540","49",2021,"420540 FLORIANOPOLIS",516524,0,2,0.38720369237441,0,"2021/2022"
"2833","420540","49",2022,"420540 FLORIANOPOLIS",574200,0,14,2.43817485196796,0,"2022/2023"
"2834","420540","49",2023,"420540 FLORIANOPOLIS",537211,0,82,15.2640210271197,0,"2023/2024"
"2835","420540","49",2024,"420540 FLORIANOPOLIS",576361,0,116,20.1262750255482,0,"2024/2025"
"2836","420540","50",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2837","420540","50",2015,"420540 FLORIANOPOLIS",469690,0,5,1.06453192531244,0,"2015/2016"
"2838","420540","50",2016,"420540 FLORIANOPOLIS",477798,0,4,0.83717386845487,0,"2016/2017"
"2839","420540","50",2017,"420540 FLORIANOPOLIS",485838,0,2,0.411659853696088,0,"2017/2018"
"2840","420540","50",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2841","420540","50",2019,"420540 FLORIANOPOLIS",500973,0,5,0.998057779560974,0,"2019/2020"
"2842","420540","50",2020,"420540 FLORIANOPOLIS",508826,0,1,0.196530837653736,0,"2020/2021"
"2843","420540","50",2021,"420540 FLORIANOPOLIS",516524,0,3,0.580805538561616,0,"2021/2022"
"2844","420540","50",2022,"420540 FLORIANOPOLIS",574200,0,9,1.56739811912226,0,"2022/2023"
"2845","420540","50",2023,"420540 FLORIANOPOLIS",537211,0,85,15.8224608207948,0,"2023/2024"
"2846","420540","50",2024,"420540 FLORIANOPOLIS",576361,0,203,35.2209812947094,0,"2024/2025"
"2847","420540","51",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2848","420540","51",2015,"420540 FLORIANOPOLIS",469690,0,7,1.49034469543742,0,"2015/2016"
"2849","420540","51",2016,"420540 FLORIANOPOLIS",477798,0,2,0.418586934227435,0,"2016/2017"
"2850","420540","51",2017,"420540 FLORIANOPOLIS",485838,0,3,0.617489780544132,0,"2017/2018"
"2851","420540","51",2018,"420540 FLORIANOPOLIS",492977,0,0,0,0,"2018/2019"
"2852","420540","51",2019,"420540 FLORIANOPOLIS",500973,0,3,0.598834667736585,0,"2019/2020"
"2853","420540","51",2020,"420540 FLORIANOPOLIS",508826,0,5,0.982654188268681,0,"2020/2021"
"2854","420540","51",2021,"420540 FLORIANOPOLIS",516524,0,5,0.968009230936026,0,"2021/2022"
"2855","420540","51",2022,"420540 FLORIANOPOLIS",574200,0,12,2.08986415882968,0,"2022/2023"
"2856","420540","51",2023,"420540 FLORIANOPOLIS",537211,0,159,29.5973090647809,0,"2023/2024"
"2857","420540","51",2024,"420540 FLORIANOPOLIS",576361,0,206,35.7414884074391,0,"2024/2025"
"2858","420540","52",2014,"420540 FLORIANOPOLIS",461524,0,0,0,0,"2014/2015"
"2859","420540","52",2015,"420540 FLORIANOPOLIS",469690,0,8,1.7032510804999,0,"2015/2016"
"2860","420540","52",2016,"420540 FLORIANOPOLIS",477798,0,2,0.418586934227435,0,"2016/2017"
"2861","420540","52",2017,"420540 FLORIANOPOLIS",485838,0,1,0.205829926848044,0,"2017/2018"
"2862","420540","52",2018,"420540 FLORIANOPOLIS",492977,0,2,0.405698440292346,0,"2018/2019"
"2863","420540","52",2019,"420540 FLORIANOPOLIS",500973,0,0,0,0,"2019/2020"
"2864","420540","52",2020,"420540 FLORIANOPOLIS",508826,0,5,0.982654188268681,0,"2020/2021"
"2865","420540","52",2021,"420540 FLORIANOPOLIS",516524,0,2,0.38720369237441,0,"2021/2022"
"2866","420540","52",2022,"420540 FLORIANOPOLIS",574200,0,31,5.39881574364333,0,"2022/2023"
"2867","420540","52",2023,"420540 FLORIANOPOLIS",537211,0,153,28.4804294774307,0,"2023/2024"
"2868","420540","52",2024,"420540 FLORIANOPOLIS",576361,0,223,38.6910287129074,0,"2024/2025"
"2869","420540","53",2014,"420540 FLORIANOPOLIS",461524,0,1,0.216673455768281,0,"2014/2015"
"2870","420540","53",2020,"420540 FLORIANOPOLIS",508826,0,2,0.393061675307472,0,"2020/2021"
"2871","510340","01",2014,"510340 CUIABA",575480,0,16,2.78028775978314,0,"2014/2015"
"2872","510340","01",2015,"510340 CUIABA",580489,0,23,3.96217671652693,0,"2015/2016"
"2873","510340","01",2016,"510340 CUIABA",585367,0,115,19.6457948603184,0,"2016/2017"
"2874","510340","01",2017,"510340 CUIABA",590118,0,123,20.8432889693248,0,"2017/2018"
"2875","510340","01",2018,"510340 CUIABA",607153,0,37,6.09401584114712,0,"2018/2019"
"2876","510340","01",2019,"510340 CUIABA",612547,0,2,0.32650555794086,0,"2019/2020"
"2877","510340","01",2020,"510340 CUIABA",618124,0,4,0.647119348221392,0,"2020/2021"
"2878","510340","01",2021,"510340 CUIABA",623614,0,5,0.80177802294368,0,"2021/2022"
"2879","510340","01",2022,"510340 CUIABA",694244,0,8,1.15233260928434,0,"2022/2023"
"2880","510340","01",2023,"510340 CUIABA",650877,0,2,0.307277719138946,0,"2023/2024"
"2881","510340","01",2024,"510340 CUIABA",682932,0,12,1.75712955316195,0,"2024/2025"
"2882","510340","02",2014,"510340 CUIABA",575480,0,19,3.30159171474248,0,"2014/2015"
"2883","510340","02",2015,"510340 CUIABA",580489,0,16,2.7562968462796,0,"2015/2016"
"2884","510340","02",2016,"510340 CUIABA",585367,0,106,18.10829787125,0,"2016/2017"
"2885","510340","02",2017,"510340 CUIABA",590118,0,65,11.0147462033017,0,"2017/2018"
"2886","510340","02",2018,"510340 CUIABA",607153,0,53,8.72926593461615,0,"2018/2019"
"2887","510340","02",2019,"510340 CUIABA",612547,0,17,2.77529724249731,0,"2019/2020"
"2888","510340","02",2020,"510340 CUIABA",618124,0,25,4.0444959263837,0,"2020/2021"
"2889","510340","02",2021,"510340 CUIABA",623614,0,20,3.20711209177472,0,"2021/2022"
"2890","510340","02",2022,"510340 CUIABA",694244,0,23,3.31295625169249,0,"2022/2023"
"2891","510340","02",2023,"510340 CUIABA",650877,0,14,2.15094403397262,0,"2023/2024"
"2892","510340","02",2024,"510340 CUIABA",682932,0,35,5.12496119672237,0,"2024/2025"
"2893","510340","03",2014,"510340 CUIABA",575480,0,39,6.7769514144714,0,"2014/2015"
"2894","510340","03",2015,"510340 CUIABA",580489,0,14,2.41175974049465,0,"2015/2016"
"2895","510340","03",2016,"510340 CUIABA",585367,0,84,14.3499718979717,0,"2016/2017"
"2896","510340","03",2017,"510340 CUIABA",590118,0,54,9.15071223043527,0,"2017/2018"
"2897","510340","03",2018,"510340 CUIABA",607153,0,39,6.42342210283075,0,"2018/2019"
"2898","510340","03",2019,"510340 CUIABA",612547,0,11,1.79578056867473,0,"2019/2020"
"2899","510340","03",2020,"510340 CUIABA",618124,0,20,3.23559674110696,0,"2020/2021"
"2900","510340","03",2021,"510340 CUIABA",623614,0,12,1.92426725506483,0,"2021/2022"
"2901","510340","03",2022,"510340 CUIABA",694244,0,19,2.73678994705032,0,"2022/2023"
"2902","510340","03",2023,"510340 CUIABA",650877,0,16,2.45822175311157,0,"2023/2024"
"2903","510340","03",2024,"510340 CUIABA",682932,0,28,4.09996895737789,0,"2024/2025"
"2904","510340","04",2014,"510340 CUIABA",575480,0,35,6.08187947452561,0,"2014/2015"
"2905","510340","04",2015,"510340 CUIABA",580489,0,19,3.27310250495703,0,"2015/2016"
"2906","510340","04",2016,"510340 CUIABA",585367,0,118,20.1582938566745,0,"2016/2017"
"2907","510340","04",2017,"510340 CUIABA",590118,0,86,14.5733565151377,0,"2017/2018"
"2908","510340","04",2018,"510340 CUIABA",607153,0,95,15.6467974299723,0,"2018/2019"
"2909","510340","04",2019,"510340 CUIABA",612547,0,28,4.57107781117204,0,"2019/2020"
"2910","510340","04",2020,"510340 CUIABA",618124,0,22,3.55915641521766,0,"2020/2021"
"2911","510340","04",2021,"510340 CUIABA",623614,0,12,1.92426725506483,0,"2021/2022"
"2912","510340","04",2022,"510340 CUIABA",694244,0,23,3.31295625169249,0,"2022/2023"
"2913","510340","04",2023,"510340 CUIABA",650877,0,15,2.3045828935421,0,"2023/2024"
"2914","510340","04",2024,"510340 CUIABA",682932,0,42,6.14995343606684,0,"2024/2025"
"2915","510340","05",2014,"510340 CUIABA",575480,0,42,7.29825536943074,0,"2014/2015"
"2916","510340","05",2015,"510340 CUIABA",580489,0,20,3.4453710578495,0,"2015/2016"
"2917","510340","05",2016,"510340 CUIABA",585367,0,120,20.4999598542453,0,"2016/2017"
"2918","510340","05",2017,"510340 CUIABA",590118,0,94,15.9290175863132,0,"2017/2018"
"2919","510340","05",2018,"510340 CUIABA",607153,0,135,22.2349226636449,0,"2018/2019"
"2920","510340","05",2019,"510340 CUIABA",612547,0,13,2.12228612661559,0,"2019/2020"
"2921","510340","05",2020,"510340 CUIABA",618124,0,17,2.75025722994092,0,"2020/2021"
"2922","510340","05",2021,"510340 CUIABA",623614,0,31,4.97102374225082,0,"2021/2022"
"2923","510340","05",2022,"510340 CUIABA",694244,0,25,3.60103940401357,0,"2022/2023"
"2924","510340","05",2023,"510340 CUIABA",650877,0,14,2.15094403397262,0,"2023/2024"
"2925","510340","05",2024,"510340 CUIABA",682932,0,31,4.53925134566838,0,"2024/2025"
"2926","510340","06",2014,"510340 CUIABA",575480,0,41,7.12448738444429,0,"2014/2015"
"2927","510340","06",2015,"510340 CUIABA",580489,0,21,3.61763961074198,0,"2015/2016"
"2928","510340","06",2016,"510340 CUIABA",585367,0,112,19.1332958639623,0,"2016/2017"
"2929","510340","06",2017,"510340 CUIABA",590118,0,186,31.5191199048326,0,"2017/2018"
"2930","510340","06",2018,"510340 CUIABA",607153,0,152,25.0348758879558,0,"2018/2019"
"2931","510340","06",2019,"510340 CUIABA",612547,0,9,1.46927501073387,0,"2019/2020"
"2932","510340","06",2020,"510340 CUIABA",618124,0,28,4.52983543754975,0,"2020/2021"
"2933","510340","06",2021,"510340 CUIABA",623614,0,23,3.68817890554093,0,"2021/2022"
"2934","510340","06",2022,"510340 CUIABA",694244,0,37,5.32953831794009,0,"2022/2023"
"2935","510340","06",2023,"510340 CUIABA",650877,0,35,5.37736008493156,0,"2023/2024"
"2936","510340","06",2024,"510340 CUIABA",682932,0,43,6.29638089883034,0,"2024/2025"
"2937","510340","07",2014,"510340 CUIABA",575480,0,28,4.86550357962049,0,"2014/2015"
"2938","510340","07",2015,"510340 CUIABA",580489,0,25,4.30671382231188,0,"2015/2016"
"2939","510340","07",2016,"510340 CUIABA",585367,0,72,12.2999759125472,0,"2016/2017"
"2940","510340","07",2017,"510340 CUIABA",590118,0,170,28.8077977624814,0,"2017/2018"
"2941","510340","07",2018,"510340 CUIABA",607153,0,60,9.88218785050885,0,"2018/2019"
"2942","510340","07",2019,"510340 CUIABA",612547,0,15,2.44879168455645,0,"2019/2020"
"2943","510340","07",2020,"510340 CUIABA",618124,0,43,6.95653299337997,0,"2020/2021"
"2944","510340","07",2021,"510340 CUIABA",623614,0,29,4.65031253307334,0,"2021/2022"
"2945","510340","07",2022,"510340 CUIABA",694244,0,45,6.48187092722443,0,"2022/2023"
"2946","510340","07",2023,"510340 CUIABA",650877,0,45,6.91374868062629,0,"2023/2024"
"2947","510340","07",2024,"510340 CUIABA",682932,0,30,4.39282388290489,0,"2024/2025"
"2948","510340","08",2014,"510340 CUIABA",575480,0,46,7.99332730937652,0,"2014/2015"
"2949","510340","08",2015,"510340 CUIABA",580489,0,97,16.7100496305701,0,"2015/2016"
"2950","510340","08",2016,"510340 CUIABA",585367,0,83,14.1791388991863,0,"2016/2017"
"2951","510340","08",2017,"510340 CUIABA",590118,0,168,28.4688824946875,0,"2017/2018"
"2952","510340","08",2018,"510340 CUIABA",607153,0,125,20.5878913552268,0,"2018/2019"
"2953","510340","08",2019,"510340 CUIABA",612547,0,11,1.79578056867473,0,"2019/2020"
"2954","510340","08",2020,"510340 CUIABA",618124,0,62,10.0303498974316,0,"2020/2021"
"2955","510340","08",2021,"510340 CUIABA",623614,0,36,5.7728017651945,0,"2021/2022"
"2956","510340","08",2022,"510340 CUIABA",694244,0,24,3.45699782785303,0,"2022/2023"
"2957","510340","08",2023,"510340 CUIABA",650877,0,37,5.68463780407051,0,"2023/2024"
"2958","510340","08",2024,"510340 CUIABA",682932,0,111,16.2534483667481,0,"2024/2025"
"2959","510340","09",2014,"510340 CUIABA",575480,0,45,7.81955932439007,0,"2014/2015"
"2960","510340","09",2015,"510340 CUIABA",580489,0,72,12.4033358082582,0,"2015/2016"
"2961","510340","09",2016,"510340 CUIABA",585367,0,36,6.14998795627359,0,"2016/2017"
"2962","510340","09",2017,"510340 CUIABA",590118,0,123,20.8432889693248,0,"2017/2018"
