"","ibge","week","year","municipality","population","deaths","likely_cases","cases_pcap","deaths_pcap","Years.Range"
"948","230440","34",2024,"230440 FORTALEZA",2574412,0,44,1.70912814265937,0,"2024/2025"
"949","230440","35",2014,"230440 FORTALEZA",2571896,0,112,4.35476395624084,0,"2014/2015"
"950","230440","35",2015,"230440 FORTALEZA",2591188,0,133,5.1327807939833,0,"2015/2016"
"951","230440","35",2016,"230440 FORTALEZA",2609716,0,321,12.3001889860812,0,"2016/2017"
"952","230440","35",2017,"230440 FORTALEZA",2627482,0,37,1.40819233014727,0,"2017/2018"
"953","230440","35",2018,"230440 FORTALEZA",2643247,0,4,0.151329028274694,0,"2018/2019"
"954","230440","35",2019,"230440 FORTALEZA",2669342,0,72,2.69729393985484,0,"2019/2020"
"955","230440","35",2020,"230440 FORTALEZA",2686612,0,136,5.06213774076793,0,"2020/2021"
"956","230440","35",2021,"230440 FORTALEZA",2703391,0,176,6.51034201120001,0,"2021/2022"
"957","230440","35",2022,"230440 FORTALEZA",2596157,0,265,10.2073950073127,0,"2022/2023"
"958","230440","35",2023,"230440 FORTALEZA",2428708,0,111,4.57033122137367,0,"2023/2024"
"959","230440","35",2024,"230440 FORTALEZA",2574412,0,33,1.28184610699453,0,"2024/2025"
"960","230440","36",2014,"230440 FORTALEZA",2571896,0,89,3.46048207236996,0,"2014/2015"
"961","230440","36",2015,"230440 FORTALEZA",2591188,0,94,3.62767965890549,0,"2015/2016"
"962","230440","36",2016,"230440 FORTALEZA",2609716,0,180,6.89730223518574,0,"2016/2017"
"963","230440","36",2017,"230440 FORTALEZA",2627482,0,47,1.78878485180869,0,"2017/2018"
"964","230440","36",2018,"230440 FORTALEZA",2643247,0,12,0.453987084824082,0,"2018/2019"
"965","230440","36",2019,"230440 FORTALEZA",2669342,0,72,2.69729393985484,0,"2019/2020"
"966","230440","36",2020,"230440 FORTALEZA",2686612,0,97,3.61049530040065,0,"2020/2021"
"967","230440","36",2021,"230440 FORTALEZA",2703391,0,180,6.65830432963637,0,"2021/2022"
"968","230440","36",2022,"230440 FORTALEZA",2596157,0,190,7.3185096278846,0,"2022/2023"
"969","230440","36",2023,"230440 FORTALEZA",2428708,0,67,2.75866839488321,0,"2023/2024"
"970","230440","36",2024,"230440 FORTALEZA",2574412,0,49,1.90334724977976,0,"2024/2025"
"971","230440","37",2014,"230440 FORTALEZA",2571896,0,101,3.92706392482433,0,"2014/2015"
"972","230440","37",2015,"230440 FORTALEZA",2591188,0,88,3.39612563812429,0,"2015/2016"
"973","230440","37",2016,"230440 FORTALEZA",2609716,0,255,9.77117816651314,0,"2016/2017"
"974","230440","37",2017,"230440 FORTALEZA",2627482,0,37,1.40819233014727,0,"2017/2018"
"975","230440","37",2018,"230440 FORTALEZA",2643247,0,14,0.529651598961429,0,"2018/2019"
"976","230440","37",2019,"230440 FORTALEZA",2669342,0,89,3.33415500898723,0,"2019/2020"
"977","230440","37",2020,"230440 FORTALEZA",2686612,0,85,3.16383608797995,0,"2020/2021"
"978","230440","37",2021,"230440 FORTALEZA",2703391,0,159,5.88150215784546,0,"2021/2022"
"979","230440","37",2022,"230440 FORTALEZA",2596157,0,197,7.58813892996456,0,"2022/2023"
"980","230440","37",2023,"230440 FORTALEZA",2428708,0,65,2.67632008458818,0,"2023/2024"
"981","230440","37",2024,"230440 FORTALEZA",2574412,0,36,1.39837757126676,0,"2024/2025"
"982","230440","38",2014,"230440 FORTALEZA",2571896,0,81,3.14942750406704,0,"2014/2015"
"983","230440","38",2015,"230440 FORTALEZA",2591188,0,74,2.85583292296815,0,"2015/2016"
"984","230440","38",2016,"230440 FORTALEZA",2609716,0,261,10.0010882410193,0,"2016/2017"
"985","230440","38",2017,"230440 FORTALEZA",2627482,0,39,1.48431083447955,0,"2017/2018"
"986","230440","38",2018,"230440 FORTALEZA",2643247,0,6,0.226993542412041,0,"2018/2019"
"987","230440","38",2019,"230440 FORTALEZA",2669342,0,65,2.43505702903562,0,"2019/2020"
"988","230440","38",2020,"230440 FORTALEZA",2686612,0,80,2.97772808280466,0,"2020/2021"
"989","230440","38",2021,"230440 FORTALEZA",2703391,0,131,4.84576592879091,0,"2021/2022"
"990","230440","38",2022,"230440 FORTALEZA",2596157,0,141,5.43110451332489,0,"2022/2023"
"991","230440","38",2023,"230440 FORTALEZA",2428708,0,53,2.18223022281806,0,"2023/2024"
"992","230440","38",2024,"230440 FORTALEZA",2574412,0,41,1.59259667838714,0,"2024/2025"
"993","230440","39",2014,"230440 FORTALEZA",2571896,0,72,2.79949111472626,0,"2014/2015"
"994","230440","39",2015,"230440 FORTALEZA",2591188,0,69,2.66287123898382,0,"2015/2016"
"995","230440","39",2016,"230440 FORTALEZA",2609716,0,243,9.31135801750075,0,"2016/2017"
"996","230440","39",2017,"230440 FORTALEZA",2627482,0,31,1.17983681715041,0,"2017/2018"
"997","230440","39",2018,"230440 FORTALEZA",2643247,0,7,0.264825799480714,0,"2018/2019"
"998","230440","39",2019,"230440 FORTALEZA",2669342,0,80,2.99699326650538,0,"2019/2020"
"999","230440","39",2020,"230440 FORTALEZA",2686612,0,59,2.19607446106844,0,"2020/2021"
"1000","230440","39",2021,"230440 FORTALEZA",2703391,0,124,4.58683187152728,0,"2021/2022"
"1001","230440","39",2022,"230440 FORTALEZA",2596157,0,189,7.27999115615889,0,"2022/2023"
"1002","230440","39",2023,"230440 FORTALEZA",2428708,0,36,1.48226958531038,0,"2023/2024"
"1003","230440","39",2024,"230440 FORTALEZA",2574412,0,41,1.59259667838714,0,"2024/2025"
"1004","230440","40",2014,"230440 FORTALEZA",2571896,0,67,2.60508200953693,0,"2014/2015"
"1005","230440","40",2015,"230440 FORTALEZA",2591188,0,52,2.00680151343708,0,"2015/2016"
"1006","230440","40",2016,"230440 FORTALEZA",2609716,0,221,8.46835441097805,0,"2016/2017"
"1007","230440","40",2017,"230440 FORTALEZA",2627482,0,41,1.56042933881184,0,"2017/2018"
"1008","230440","40",2018,"230440 FORTALEZA",2643247,0,8,0.302658056549388,0,"2018/2019"
"1009","230440","40",2019,"230440 FORTALEZA",2669342,0,63,2.36013219737299,0,"2019/2020"
"1010","230440","40",2020,"230440 FORTALEZA",2686612,0,58,2.15885286003338,0,"2020/2021"
"1011","230440","40",2021,"230440 FORTALEZA",2703391,0,107,3.95799201817273,0,"2021/2022"
"1012","230440","40",2022,"230440 FORTALEZA",2596157,0,121,4.66073507881072,0,"2022/2023"
"1013","230440","40",2023,"230440 FORTALEZA",2428708,0,40,1.64696620590042,0,"2023/2024"
"1014","230440","40",2024,"230440 FORTALEZA",2574412,0,30,1.1653146427223,0,"2024/2025"
"1015","230440","41",2014,"230440 FORTALEZA",2571896,0,63,2.44955472538547,0,"2014/2015"
"1016","230440","41",2015,"230440 FORTALEZA",2591188,0,39,1.50510113507781,0,"2015/2016"
"1017","230440","41",2016,"230440 FORTALEZA",2609716,0,170,6.51411877767543,0,"2016/2017"
"1018","230440","41",2017,"230440 FORTALEZA",2627482,0,66,2.51191064296539,0,"2017/2018"
"1019","230440","41",2018,"230440 FORTALEZA",2643247,0,8,0.302658056549388,0,"2018/2019"
"1020","230440","41",2019,"230440 FORTALEZA",2669342,0,33,1.23625972243347,0,"2019/2020"
"1021","230440","41",2020,"230440 FORTALEZA",2686612,0,50,1.86108005175291,0,"2020/2021"
"1022","230440","41",2021,"230440 FORTALEZA",2703391,0,64,2.36739709498182,0,"2021/2022"
"1023","230440","41",2022,"230440 FORTALEZA",2596157,0,88,3.38962551186234,0,"2022/2023"
"1024","230440","41",2023,"230440 FORTALEZA",2428708,0,35,1.44109543016287,0,"2023/2024"
"1025","230440","41",2024,"230440 FORTALEZA",2574412,0,28,1.08762699987415,0,"2024/2025"
"1026","230440","42",2014,"230440 FORTALEZA",2571896,0,50,1.94409105189323,0,"2014/2015"
"1027","230440","42",2015,"230440 FORTALEZA",2591188,0,42,1.62087814546841,0,"2015/2016"
"1028","230440","42",2016,"230440 FORTALEZA",2609716,0,147,5.63279682540169,0,"2016/2017"
"1029","230440","42",2017,"230440 FORTALEZA",2627482,0,15,0.570888782492135,0,"2017/2018"
"1030","230440","42",2018,"230440 FORTALEZA",2643247,0,7,0.264825799480714,0,"2018/2019"
"1031","230440","42",2019,"230440 FORTALEZA",2669342,0,30,1.12387247493952,0,"2019/2020"
"1032","230440","42",2020,"230440 FORTALEZA",2686612,0,55,2.04718805692821,0,"2020/2021"
"1033","230440","42",2021,"230440 FORTALEZA",2703391,0,86,3.18118984638182,0,"2021/2022"
"1034","230440","42",2022,"230440 FORTALEZA",2596157,0,65,2.50370066217105,0,"2022/2023"
"1035","230440","42",2023,"230440 FORTALEZA",2428708,0,29,1.19405049927781,0,"2023/2024"
"1036","230440","42",2024,"230440 FORTALEZA",2574412,0,41,1.59259667838714,0,"2024/2025"
"1037","230440","43",2014,"230440 FORTALEZA",2571896,0,53,2.06073651500683,0,"2014/2015"
"1038","230440","43",2015,"230440 FORTALEZA",2591188,0,23,0.887623746327939,0,"2015/2016"
"1039","230440","43",2016,"230440 FORTALEZA",2609716,0,159,6.09261697441407,0,"2016/2017"
"1040","230440","43",2017,"230440 FORTALEZA",2627482,0,9,0.342533269495281,0,"2017/2018"
"1041","230440","43",2018,"230440 FORTALEZA",2643247,0,9,0.340490313618061,0,"2018/2019"
"1042","230440","43",2019,"230440 FORTALEZA",2669342,0,45,1.68580871240928,0,"2019/2020"
"1043","230440","43",2020,"230440 FORTALEZA",2686612,0,46,1.71219364761268,0,"2020/2021"
"1044","230440","43",2021,"230440 FORTALEZA",2703391,0,88,3.2551710056,0,"2021/2022"
"1045","230440","43",2022,"230440 FORTALEZA",2596157,0,81,3.11999620978238,0,"2022/2023"
"1046","230440","43",2023,"230440 FORTALEZA",2428708,0,35,1.44109543016287,0,"2023/2024"
"1047","230440","43",2024,"230440 FORTALEZA",2574412,0,43,1.6702843212353,0,"2024/2025"
"1048","230440","44",2014,"230440 FORTALEZA",2571896,0,45,1.74968194670391,0,"2014/2015"
"1049","230440","44",2015,"230440 FORTALEZA",2591188,0,27,1.04199309351541,0,"2015/2016"
"1050","230440","44",2016,"230440 FORTALEZA",2609716,0,163,6.2458903574182,0,"2016/2017"
"1051","230440","44",2017,"230440 FORTALEZA",2627482,0,18,0.685066538990562,0,"2017/2018"
"1052","230440","44",2018,"230440 FORTALEZA",2643247,0,6,0.226993542412041,0,"2018/2019"
"1053","230440","44",2019,"230440 FORTALEZA",2669342,0,31,1.16133489077083,0,"2019/2020"
"1054","230440","44",2020,"230440 FORTALEZA",2686612,0,31,1.15386963208681,0,"2020/2021"
"1055","230440","44",2021,"230440 FORTALEZA",2703391,0,83,3.07021810755455,0,"2021/2022"
"1056","230440","44",2022,"230440 FORTALEZA",2596157,0,78,3.00444079460526,0,"2022/2023"
"1057","230440","44",2023,"230440 FORTALEZA",2428708,0,28,1.15287634413029,0,"2023/2024"
"1058","230440","44",2024,"230440 FORTALEZA",2574412,0,15,0.58265732136115,0,"2024/2025"
"1059","230440","45",2014,"230440 FORTALEZA",2571896,0,33,1.28310009424953,0,"2014/2015"
"1060","230440","45",2015,"230440 FORTALEZA",2591188,0,16,0.617477388749871,0,"2015/2016"
"1061","230440","45",2016,"230440 FORTALEZA",2609716,0,178,6.82066554368368,0,"2016/2017"
"1062","230440","45",2017,"230440 FORTALEZA",2627482,0,41,1.56042933881184,0,"2017/2018"
"1063","230440","45",2018,"230440 FORTALEZA",2643247,0,9,0.340490313618061,0,"2018/2019"
"1064","230440","45",2019,"230440 FORTALEZA",2669342,0,45,1.68580871240928,0,"2019/2020"
"1065","230440","45",2020,"230440 FORTALEZA",2686612,0,50,1.86108005175291,0,"2020/2021"
"1066","230440","45",2021,"230440 FORTALEZA",2703391,0,69,2.55234999302728,0,"2021/2022"
"1067","230440","45",2022,"230440 FORTALEZA",2596157,0,87,3.35110704013663,0,"2022/2023"
"1068","230440","45",2023,"230440 FORTALEZA",2428708,0,17,0.699960637507679,0,"2023/2024"
"1069","230440","45",2024,"230440 FORTALEZA",2574412,0,28,1.08762699987415,0,"2024/2025"
"1070","230440","46",2014,"230440 FORTALEZA",2571896,0,44,1.71080012566605,0,"2014/2015"
"1071","230440","46",2015,"230440 FORTALEZA",2591188,0,39,1.50510113507781,0,"2015/2016"
"1072","230440","46",2016,"230440 FORTALEZA",2609716,0,216,8.27676268222289,0,"2016/2017"
"1073","230440","46",2017,"230440 FORTALEZA",2627482,0,28,1.06565906065199,0,"2017/2018"
"1074","230440","46",2018,"230440 FORTALEZA",2643247,0,9,0.340490313618061,0,"2018/2019"
"1075","230440","46",2019,"230440 FORTALEZA",2669342,0,42,1.57342146491532,0,"2019/2020"
"1076","230440","46",2020,"230440 FORTALEZA",2686612,0,54,2.00996645589315,0,"2020/2021"
"1077","230440","46",2021,"230440 FORTALEZA",2703391,0,44,1.6275855028,0,"2021/2022"
"1078","230440","46",2022,"230440 FORTALEZA",2596157,0,106,4.08295800292509,0,"2022/2023"
"1079","230440","46",2023,"230440 FORTALEZA",2428708,0,23,0.947005568392742,0,"2023/2024"
"1080","230440","46",2024,"230440 FORTALEZA",2574412,0,25,0.971095535601916,0,"2024/2025"
"1081","230440","47",2014,"230440 FORTALEZA",2571896,0,36,1.39974555736313,0,"2014/2015"
"1082","230440","47",2015,"230440 FORTALEZA",2591188,0,19,0.733254399140472,0,"2015/2016"
"1083","230440","47",2016,"230440 FORTALEZA",2609716,0,186,7.12721230969194,0,"2016/2017"
"1084","230440","47",2017,"230440 FORTALEZA",2627482,0,34,1.29401457364884,0,"2017/2018"
"1085","230440","47",2018,"230440 FORTALEZA",2643247,0,12,0.453987084824082,0,"2018/2019"
"1086","230440","47",2019,"230440 FORTALEZA",2669342,0,43,1.61088388074664,0,"2019/2020"
"1087","230440","47",2020,"230440 FORTALEZA",2686612,0,65,2.41940406727879,0,"2020/2021"
"1088","230440","47",2021,"230440 FORTALEZA",2703391,0,55,2.0344818785,0,"2021/2022"
"1089","230440","47",2022,"230440 FORTALEZA",2596157,0,155,5.97036311748481,0,"2022/2023"
"1090","230440","47",2023,"230440 FORTALEZA",2428708,0,19,0.7823089478027,0,"2023/2024"
"1091","230440","47",2024,"230440 FORTALEZA",2574412,0,55,2.13641017832422,0,"2024/2025"
"1092","230440","48",2014,"230440 FORTALEZA",2571896,0,34,1.3219819152874,0,"2014/2015"
"1093","230440","48",2015,"230440 FORTALEZA",2591188,0,34,1.31213945109348,0,"2015/2016"
"1094","230440","48",2016,"230440 FORTALEZA",2609716,0,187,7.16553065544297,0,"2016/2017"
"1095","230440","48",2017,"230440 FORTALEZA",2627482,0,17,0.64700728682442,0,"2017/2018"
"1096","230440","48",2018,"230440 FORTALEZA",2643247,0,8,0.302658056549388,0,"2018/2019"
"1097","230440","48",2019,"230440 FORTALEZA",2669342,0,50,1.87312079156586,0,"2019/2020"
"1098","230440","48",2020,"230440 FORTALEZA",2686612,0,41,1.52608564243739,0,"2020/2021"
"1099","230440","48",2021,"230440 FORTALEZA",2703391,0,72,2.66332173185455,0,"2021/2022"
"1100","230440","48",2022,"230440 FORTALEZA",2596157,0,122,4.69925355053643,0,"2022/2023"
"1101","230440","48",2023,"230440 FORTALEZA",2428708,0,19,0.7823089478027,0,"2023/2024"
"1102","230440","48",2024,"230440 FORTALEZA",2574412,0,37,1.43722139269084,0,"2024/2025"
"1103","230440","49",2014,"230440 FORTALEZA",2571896,0,39,1.51639102047672,0,"2014/2015"
"1104","230440","49",2015,"230440 FORTALEZA",2591188,0,49,1.89102450304648,0,"2015/2016"
"1105","230440","49",2016,"230440 FORTALEZA",2609716,0,193,7.39544072994916,0,"2016/2017"
"1106","230440","49",2017,"230440 FORTALEZA",2627482,0,29,1.10371831281813,0,"2017/2018"
"1107","230440","49",2018,"230440 FORTALEZA",2643247,0,8,0.302658056549388,0,"2018/2019"
"1108","230440","49",2019,"230440 FORTALEZA",2669342,0,53,1.98550803905981,0,"2019/2020"
"1109","230440","49",2020,"230440 FORTALEZA",2686612,0,32,1.19109123312187,0,"2020/2021"
"1110","230440","49",2021,"230440 FORTALEZA",2703391,0,98,3.62507680169091,0,"2021/2022"
"1111","230440","49",2022,"230440 FORTALEZA",2596157,0,87,3.35110704013663,0,"2022/2023"
"1112","230440","49",2023,"230440 FORTALEZA",2428708,0,10,0.411741551475105,0,"2023/2024"
"1113","230440","49",2024,"230440 FORTALEZA",2574412,0,32,1.24300228557045,0,"2024/2025"
"1114","230440","50",2014,"230440 FORTALEZA",2571896,0,25,0.972045525946617,0,"2014/2015"
"1115","230440","50",2015,"230440 FORTALEZA",2591188,0,44,1.69806281906214,0,"2015/2016"
"1116","230440","50",2016,"230440 FORTALEZA",2609716,0,192,7.35712238419813,0,"2016/2017"
"1117","230440","50",2017,"230440 FORTALEZA",2627482,0,45,1.71266634747641,0,"2017/2018"
"1118","230440","50",2018,"230440 FORTALEZA",2643247,0,14,0.529651598961429,0,"2018/2019"
"1119","230440","50",2019,"230440 FORTALEZA",2669342,0,42,1.57342146491532,0,"2019/2020"
"1120","230440","50",2020,"230440 FORTALEZA",2686612,0,47,1.74941524864774,0,"2020/2021"
"1121","230440","50",2021,"230440 FORTALEZA",2703391,0,132,4.88275650840001,0,"2021/2022"
"1122","230440","50",2022,"230440 FORTALEZA",2596157,0,75,2.88888537942813,0,"2022/2023"
"1123","230440","50",2023,"230440 FORTALEZA",2428708,0,34,1.39992127501536,0,"2023/2024"
"1124","230440","50",2024,"230440 FORTALEZA",2574412,0,21,0.81572024990561,0,"2024/2025"
"1125","230440","51",2014,"230440 FORTALEZA",2571896,0,32,1.24421827321167,0,"2014/2015"
"1126","230440","51",2015,"230440 FORTALEZA",2591188,0,47,1.81383982945275,0,"2015/2016"
"1127","230440","51",2016,"230440 FORTALEZA",2609716,0,120,4.59820149012383,0,"2016/2017"
"1128","230440","51",2017,"230440 FORTALEZA",2627482,0,62,2.35967363430083,0,"2017/2018"
"1129","230440","51",2018,"230440 FORTALEZA",2643247,0,17,0.643148370167449,0,"2018/2019"
"1130","230440","51",2019,"230440 FORTALEZA",2669342,0,35,1.3111845540961,0,"2019/2020"
"1131","230440","51",2020,"230440 FORTALEZA",2686612,0,41,1.52608564243739,0,"2020/2021"
"1132","230440","51",2021,"230440 FORTALEZA",2703391,0,88,3.2551710056,0,"2021/2022"
"1133","230440","51",2022,"230440 FORTALEZA",2596157,0,69,2.65777454907388,0,"2022/2023"
"1134","230440","51",2023,"230440 FORTALEZA",2428708,0,13,0.535264016917637,0,"2023/2024"
"1135","230440","51",2024,"230440 FORTALEZA",2574412,0,19,0.738032607057456,0,"2024/2025"
"1136","230440","52",2014,"230440 FORTALEZA",2571896,0,30,1.16645463113594,0,"2014/2015"
"1137","230440","52",2015,"230440 FORTALEZA",2591188,0,26,1.00340075671854,0,"2015/2016"
"1138","230440","52",2016,"230440 FORTALEZA",2609716,0,97,3.7168795378501,0,"2016/2017"
"1139","230440","52",2017,"230440 FORTALEZA",2627482,0,45,1.71266634747641,0,"2017/2018"
"1140","230440","52",2018,"230440 FORTALEZA",2643247,0,15,0.567483856030102,0,"2018/2019"
"1141","230440","52",2019,"230440 FORTALEZA",2669342,0,31,1.16133489077083,0,"2019/2020"
"1142","230440","52",2020,"230440 FORTALEZA",2686612,0,39,1.45164244036727,0,"2020/2021"
"1143","230440","52",2021,"230440 FORTALEZA",2703391,0,36,1.33166086592727,0,"2021/2022"
"1144","230440","52",2022,"230440 FORTALEZA",2596157,0,76,2.92740385115384,0,"2022/2023"
"1145","230440","52",2023,"230440 FORTALEZA",2428708,0,20,0.823483102950211,0,"2023/2024"
"1146","230440","52",2024,"230440 FORTALEZA",2574412,0,13,0.504969678512996,0,"2024/2025"
"1147","230440","53",2014,"230440 FORTALEZA",2571896,0,26,1.01092734698448,0,"2014/2015"
"1148","230440","53",2020,"230440 FORTALEZA",2686612,0,14,0.521102414490816,0,"2020/2021"
"1149","330455","01",2014,"330455 RIO DE JANEIRO",6453682,0,61,0.945196865913133,0,"2014/2015"
"1150","330455","01",2015,"330455 RIO DE JANEIRO",6476631,0,35,0.540404417049543,0,"2015/2016"
"1151","330455","01",2016,"330455 RIO DE JANEIRO",6498837,0,440,6.77044215757373,0,"2016/2017"
"1152","330455","01",2017,"330455 RIO DE JANEIRO",6520266,0,127,1.94777329636552,0,"2017/2018"
"1153","330455","01",2018,"330455 RIO DE JANEIRO",6688927,0,44,0.657803561019578,0,"2018/2019"
"1154","330455","01",2019,"330455 RIO DE JANEIRO",6718903,0,106,1.57763849247414,0,"2019/2020"
"1155","330455","01",2020,"330455 RIO DE JANEIRO",6747815,0,64,0.948455166598373,0,"2020/2021"
"1156","330455","01",2021,"330455 RIO DE JANEIRO",6775561,0,4,0.0590357019883667,0,"2021/2022"
"1157","330455","01",2022,"330455 RIO DE JANEIRO",6625849,0,5,0.0754620275831822,0,"2022/2023"
"1158","330455","01",2023,"330455 RIO DE JANEIRO",6211223,0,45,0.724494998811023,0,"2023/2024"
"1159","330455","01",2024,"330455 RIO DE JANEIRO",6729894,0,623,9.25720375387785,0,"2024/2025"
"1160","330455","02",2014,"330455 RIO DE JANEIRO",6453682,0,114,1.76643348711635,0,"2014/2015"
"1161","330455","02",2015,"330455 RIO DE JANEIRO",6476631,0,35,0.540404417049543,0,"2015/2016"
"1162","330455","02",2016,"330455 RIO DE JANEIRO",6498837,0,397,6.1087853103563,0,"2016/2017"
"1163","330455","02",2017,"330455 RIO DE JANEIRO",6520266,0,144,2.20849885572153,0,"2017/2018"
"1164","330455","02",2018,"330455 RIO DE JANEIRO",6688927,0,60,0.897004855935788,0,"2018/2019"
"1165","330455","02",2019,"330455 RIO DE JANEIRO",6718903,0,150,2.23250730067096,0,"2019/2020"
"1166","330455","02",2020,"330455 RIO DE JANEIRO",6747815,0,91,1.34858469000706,0,"2020/2021"
"1167","330455","02",2021,"330455 RIO DE JANEIRO",6775561,0,2,0.0295178509941834,0,"2021/2022"
"1168","330455","02",2022,"330455 RIO DE JANEIRO",6625849,0,6,0.0905544330998186,0,"2022/2023"
"1169","330455","02",2023,"330455 RIO DE JANEIRO",6211223,0,90,1.44898999762205,0,"2023/2024"
"1170","330455","02",2024,"330455 RIO DE JANEIRO",6729894,0,1297,19.2722203351197,0,"2024/2025"
"1171","330455","03",2014,"330455 RIO DE JANEIRO",6453682,0,138,2.1383142212461,0,"2014/2015"
"1172","330455","03",2015,"330455 RIO DE JANEIRO",6476631,0,27,0.416883407438219,0,"2015/2016"
"1173","330455","03",2016,"330455 RIO DE JANEIRO",6498837,0,483,7.43209900479116,0,"2016/2017"
"1174","330455","03",2017,"330455 RIO DE JANEIRO",6520266,0,161,2.46922441507754,0,"2017/2018"
"1175","330455","03",2018,"330455 RIO DE JANEIRO",6688927,0,101,1.50995817415858,0,"2018/2019"
"1176","330455","03",2019,"330455 RIO DE JANEIRO",6718903,0,148,2.20274053666201,0,"2019/2020"
"1177","330455","03",2020,"330455 RIO DE JANEIRO",6747815,0,82,1.21520818220417,0,"2020/2021"
"1178","330455","03",2021,"330455 RIO DE JANEIRO",6775561,0,5,0.0737946274854584,0,"2021/2022"
"1179","330455","03",2022,"330455 RIO DE JANEIRO",6625849,0,7,0.105646838616455,0,"2022/2023"
"1180","330455","03",2023,"330455 RIO DE JANEIRO",6211223,0,71,1.14309210923517,0,"2023/2024"
"1181","330455","03",2024,"330455 RIO DE JANEIRO",6729894,0,1844,27.4001343854747,0,"2024/2025"
"1182","330455","04",2014,"330455 RIO DE JANEIRO",6453682,0,106,1.64247324240643,0,"2014/2015"
"1183","330455","04",2015,"330455 RIO DE JANEIRO",6476631,0,27,0.416883407438219,0,"2015/2016"
"1184","330455","04",2016,"330455 RIO DE JANEIRO",6498837,0,427,6.57040636655451,0,"2016/2017"
"1185","330455","04",2017,"330455 RIO DE JANEIRO",6520266,0,228,3.49678985489242,0,"2017/2018"
"1186","330455","04",2018,"330455 RIO DE JANEIRO",6688927,0,87,1.30065704110689,0,"2018/2019"
"1187","330455","04",2019,"330455 RIO DE JANEIRO",6718903,0,166,2.47064141274253,0,"2019/2020"
"1188","330455","04",2020,"330455 RIO DE JANEIRO",6747815,0,65,0.963274778576472,0,"2020/2021"
"1189","330455","04",2021,"330455 RIO DE JANEIRO",6775561,0,14,0.206624956959284,0,"2021/2022"
"1190","330455","04",2022,"330455 RIO DE JANEIRO",6625849,0,7,0.105646838616455,0,"2022/2023"
"1191","330455","04",2023,"330455 RIO DE JANEIRO",6211223,0,146,2.35058377392021,0,"2023/2024"
"1192","330455","04",2024,"330455 RIO DE JANEIRO",6729894,0,2413,35.8549480868495,0,"2024/2025"
"1193","330455","05",2014,"330455 RIO DE JANEIRO",6453682,0,74,1.14663226356675,0,"2014/2015"
"1194","330455","05",2015,"330455 RIO DE JANEIRO",6476631,0,39,0.602164921855205,0,"2015/2016"
"1195","330455","05",2016,"330455 RIO DE JANEIRO",6498837,0,454,6.9858653171329,0,"2016/2017"
"1196","330455","05",2017,"330455 RIO DE JANEIRO",6520266,0,180,2.76062356965191,0,"2017/2018"
"1197","330455","05",2018,"330455 RIO DE JANEIRO",6688927,0,70,1.04650566525842,0,"2018/2019"
"1198","330455","05",2019,"330455 RIO DE JANEIRO",6718903,0,132,1.96460642459044,0,"2019/2020"
"1199","330455","05",2020,"330455 RIO DE JANEIRO",6747815,0,69,1.02255322648887,0,"2020/2021"
"1200","330455","05",2021,"330455 RIO DE JANEIRO",6775561,0,19,0.280419584444742,0,"2021/2022"
"1201","330455","05",2022,"330455 RIO DE JANEIRO",6625849,0,9,0.135831649649728,0,"2022/2023"
"1202","330455","05",2023,"330455 RIO DE JANEIRO",6211223,0,154,2.47938288481995,0,"2023/2024"
"1203","330455","05",2024,"330455 RIO DE JANEIRO",6729894,0,3715,55.201463797201,0,"2024/2025"
"1204","330455","06",2014,"330455 RIO DE JANEIRO",6453682,0,90,1.39455275298659,0,"2014/2015"
"1205","330455","06",2015,"330455 RIO DE JANEIRO",6476631,0,41,0.633045174258036,0,"2015/2016"
"1206","330455","06",2016,"330455 RIO DE JANEIRO",6498837,0,296,4.55466108782233,0,"2016/2017"
"1207","330455","06",2017,"330455 RIO DE JANEIRO",6520266,0,195,2.99067553378957,0,"2017/2018"
"1208","330455","06",2018,"330455 RIO DE JANEIRO",6688927,0,98,1.46510793136179,0,"2018/2019"
"1209","330455","06",2019,"330455 RIO DE JANEIRO",6718903,0,101,1.50322158245178,0,"2019/2020"
"1210","330455","06",2020,"330455 RIO DE JANEIRO",6747815,0,50,0.740980598904979,0,"2020/2021"
"1211","330455","06",2021,"330455 RIO DE JANEIRO",6775561,0,14,0.206624956959284,0,"2021/2022"
"1212","330455","06",2022,"330455 RIO DE JANEIRO",6625849,0,17,0.256570893782819,0,"2022/2023"
"1213","330455","06",2023,"330455 RIO DE JANEIRO",6211223,0,231,3.71907432722992,0,"2023/2024"
"1214","330455","06",2024,"330455 RIO DE JANEIRO",6729894,0,7225,107.3568172099,0,"2024/2025"
"1215","330455","07",2014,"330455 RIO DE JANEIRO",6453682,0,104,1.61148318122895,0,"2014/2015"
"1216","330455","07",2015,"330455 RIO DE JANEIRO",6476631,0,30,0.463203786042466,0,"2015/2016"
"1217","330455","07",2016,"330455 RIO DE JANEIRO",6498837,0,605,9.30935796666388,0,"2016/2017"
"1218","330455","07",2017,"330455 RIO DE JANEIRO",6520266,0,194,2.9753387361804,0,"2017/2018"
"1219","330455","07",2018,"330455 RIO DE JANEIRO",6688927,0,43,0.642853480087314,0,"2018/2019"
"1220","330455","07",2019,"330455 RIO DE JANEIRO",6718903,0,162,2.41110788472463,0,"2019/2020"
"1221","330455","07",2020,"330455 RIO DE JANEIRO",6747815,0,58,0.859537494729775,0,"2020/2021"
